GROUP	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg
k_Bacteria|p_Actinobacteriota|c_Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Actinomycetales	0	8	63	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	3	31	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	8	0	2	0	25	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	127	3	0	1	0	0	0	0	0	0	3	16	0	0	0	0	0	0	4	1	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	18	0	0	0	11	0	1	0	3	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	52	0	0	0	0	0	2	0	0	5	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	24	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	17	0	2	0	6	0	0	0	0	0	1	0	4	0	2	0	0	13	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	10	4	1	2	0	0	0	0	35	2	0	1	0	0	2	0	48	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	10	4	0	0	0	2	0	0	17	0	0	0	0	0	177	0	0	0	113	1	0	1	0	0	17	0	0	0	8	0	0	21	0	4	4	0	1	0	0	0	0	1	0	0	4	0	0	10	1	0	0	0	0	0	16	0	2	0	0	0	0	0	1	14	3	0	1	0	0	0	5	1	5	2	0	0	99	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	5	0	0	0	0	0	0	0	7	0	0	3	10	0	0	0	0	0	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces	2	5158	1248	50	540	174	851	8	304	154	0	97	133	0	95	4131	16	13554	28	0	736	428	2	59	1083	3235	35	350	1041	112	2808	317	10065	0	4	0	998	60	18	9	45	1	1535	23	7	130	26	0	2	5	533	0	3	0	233	44	0	193	131	383	1199	1	289	135	1790	0	343	0	0	2	2799	7524	49	370	485	24	29	1614	29	0	4	328	253	0	1095	61	5	215	29	0	74	122	0	1	0	1027	3203	78	456	3	916	39	1069	2518	1248	0	2984	17806	2010	0	0	55	0	97	0	0	24	0	159	0	182	0	299	143	1	2538	148	182	16	1068	21	31	1	165	121	272	999	17	4926	21	2376	4093	618	1150	1016	4205	614	372	637	1	1434	695	12505	821	23	2119	170	263	1944	0	1498	1	7	8064	2269	5036	1656	1502	2527	92	4475	394	1278	1074	17	1664	256	469	1907	1227	781	825	1739	54	269	1985	2345	6332	23253	164	2428	511	6710	7059	501	1618	2412	1843	3808	0	119	174	768	4150	871	4512	414	518	0	450	6	861	449	481	5404	2	792	4295	0	0	937	310	1458	327	289	8	838	278	125	76	11278	951	0	1220	205	0	4	2798	1	611	957	2579	155	3	395	2310	75	637	0	1	4	811	20	3	1533	768	1369	1389	379	240	317	1	65	173	531	43	281	3866	447	0	738	263	2	0	196	458	0	4956	39	951	32	609	55	2577	7	269	483	4579	403	171	29	317	276	2599	190	705	777	410	1523	4726	180	40	304	64	338	53	317	437	414	13	262	91	1132	334	19	5	131	96	9	102	325	72	158	147	242	175	324	1673	70	20	893	91	129	53	706	287	919	204	301	1031	234	2979	488	154	573	1	236	137	0	19	525	95	71	588	291	421	172	7	1854	63	2681	26	5	1	405	38	282	0	4	186	43	4	3	8	1339	47	2707	524	155	39	552	0	31	5	253	3	13	3911	2484	681	1	1121	8	0	38	0	78	0	5	0	192	1521	0	3	5	5
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_F0332	0	30	3	17	16	14	18	1	25	4	0	2	3	0	1	100	0	7	2	0	0	291	0	0	135	1907	12	4	35	1	12	7	37	0	0	0	28	0	1	0	1	0	291	1	0	1	0	0	0	0	239	0	0	0	23	10	0	37	5	121	3	0	6	10	29	0	1	0	0	0	7	651	1	2	1	0	0	26	1	0	0	8	8	0	1	2	0	1	0	0	0	1	0	0	0	38	3	1	0	1	129	4	4	6	110	0	383	44	30	0	0	12	0	0	0	0	0	0	0	0	3	0	12	14	0	3	10	6	0	1	0	1	0	15	0	0	6	0	4	0	2	17	5	1	9	36	72	7	39	0	8	8	2122	3	1	228	1	11	84	0	3	0	0	279	3	28	107	18	24	5	447	4	0	30	0	1	3	5	4	1	2	62	40	0	5	20	184	90	16	5	12	1	3	258	3	9	28	7	21	0	0	6	8	912	6	247	0	3	0	0	0	34	13	8	595	0	8	27	0	0	3	50	0	8	2	0	15	0	8	4	2979	26	0	19	37	0	0	48	1	1	58	83	0	0	0	6	0	81	0	0	0	5	0	0	77	3	20	4	0	0	0	0	0	0	0	0	5	19	12	0	2	3	0	0	0	1	0	6	2	1	0	1	0	729	0	3	14	11	0	0	0	0	0	7	1	15	238	21	3	11	0	1	1	33	39	2	2	1	1	1	8	1	25	2	0	0	4	1	0	0	8	2	0	5	1	0	66	0	1	0	1	0	0	2	0	12	8	1	38	2	2	66	5	2	3	0	0	2	0	0	13	1	0	1	59	4	2	0	0	0	18	0	0	0	12	0	4	0	0	139	2	0	0	0	2	0	34	3	0	2	2	0	0	0	0	1	0	294	7	2	0	1	2	0	0	0	0	0	0	0	1	6	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Alloscardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Parascardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Scardovia	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	3	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	0	62	0	1	0	0	27	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	4	0	3	0	0	0	0	0	0	1	0	2	2	0	0	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Corynebacteriales|f_Corynebacteriaceae|g_Corynebacterium	0	248	109	6	399	151	91	1	8	7	0	9	2	1	2	7573	0	1129	4	0	38	241	0	18	5017	1318	8	90	162	52	134	5	461	0	3	0	427	58	0	4	42	0	262	3	1	54	2	0	0	0	160	0	0	0	6	22	0	44	34	227	24	0	264	30	263	0	75	0	0	0	380	42	14	22	101	9	9	227	11	0	2	170	196	0	131	24	1	299	2	0	29	22	0	0	0	22	102	38	1	1	62	85	8	308	315	0	679	605	121	0	0	98	0	44	0	0	1	0	7	0	10	0	14	63	0	399	12	291	0	251	4	16	0	76	24	400	302	10	3068	2	278	1295	37	2223	43	31	315	449	54	0	199	25	541	85	0	754	21	46	66	0	182	0	1	1053	523	501	211	1393	115	2	489	45	33	221	2	106	50	86	161	72	10	94	37	3	23	250	181	38	124	72	577	182	95	222	4	485	2244	103	358	0	10	14	11	364	319	323	22	39	0	25	0	28	22	27	10706	0	9	236	0	0	451	152	105	684	4	0	62	51	13	16	293	147	1	3	8	0	0	268	0	37	176	3721	75	0	43	359	2	95	1	0	1	188	1	0	508	23	217	491	591	26	79	0	54	75	143	18	89	397	1077	0	160	110	1	0	208	246	0	833	17	114	3	28	28	368	2	76	456	695	241	34	64	25	143	276	66	601	317	67	184	568	109	23	231	12	81	8	183	271	229	16	75	9	31	17	0	0	379	35	1	53	126	47	10	43	10	16	48	39	28	2	196	49	80	17	14	35	302	80	72	145	37	243	152	50	297	0	27	14	1	4	653	89	29	38	441	243	106	7	173	7	86	38	0	1	204	0	0	0	0	69	8	0	0	0	18	60	197	71	12	5	28	1	9	0	17	0	3	344	771	533	0	95	4	0	1	0	29	0	0	0	27	1239	0	0	0	4
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Corynebacteriales|f_Corynebacteriaceae|g_Lawsonella	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Corynebacteriales|f_Mycobacteriaceae|g_Mycobacterium	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	5	0	1	0	1	2	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	12	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Corynebacteriales|f_Nocardiaceae|g_Rhodococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
